id	speed	direction	ramp	freeway	datetime
704	73.243454	West	Vermont Avenue	105	2014-04-25 16:42:33.0
705	57.269222	West	Centinela Avenue	10	2014-04-25 16:42:33.0
706	48.94294	West	Boyle Avenue	10	2014-04-25 16:42:33.0
707	42.269543	East	Paramount Boulevard	105	2014-04-25 16:42:33.0
708	75.0	West	Alameda Street	10	2014-04-25 16:42:33.0
709	56.870518	West	Los Angeles Street Convention Center	10	2014-04-25 16:42:33.0
710	20.0	West	San Pedro Street	10	2014-04-25 16:42:33.0
711	75.0	North	Mulholland Drive, Valley Circle Boulevard	101	2014-04-25 16:42:33.0
712	22.230259	North	Rinaldi Street   Mission Hills	405	2014-04-25 16:42:33.0
713	66.74325	South	I-405 (San Diego Freeway) Santa Monica, Sacramento	101	2014-04-25 16:42:33.0
714	55.155975	North	Victory Boulevard   Van Nuys	405	2014-04-25 16:42:33.0
715	73.26198	North	Seventh Street	101	2014-04-25 16:42:33.0
716	24.770962	North	Lankershim Boulevard Universal City	101	2014-04-25 16:42:33.0
717	52.207146	North	Getty Center Drive	405	2014-04-25 16:42:33.0
718	44.57541	North	Ventura Boulevard	101	2014-04-25 16:42:33.0
719	26.705559	South	Lankershim Boulevard Universal City	101	2014-04-25 16:42:33.0
720	27.498741	South	White Oak Avenue	101	2014-04-25 16:42:33.0
721	67.51364	East	Garfield Avenue	105	2014-04-25 16:42:33.0
722	55.833458	South	Laurel Canyon Boulevard Studio City	101	2014-04-25 16:42:33.0
723	20.0	East	Central Avenue	10	2014-04-25 16:42:33.0
724	30.428463	East	SR 1 south (Lincoln Boulevard) to SR 2 east	10	2014-04-25 16:42:33.0
725	66.97019	East	Studebaker Road	105	2014-04-25 16:42:33.0
726	20.0	South	Los Angeles Street	101	2014-04-25 16:42:33.0
727	75.0	West	Arlington Avenue	10	2014-04-25 16:42:33.0
728	53.34661	North	Culver Boulevard, Washington Boulevard   Culver City	405	2014-04-25 16:42:33.0
729	31.557081	North	SR 170 north (Hollywood Freeway) Sacramento	101	2014-04-25 16:42:33.0
730	33.954845	East	Grand Avenue	10	2014-04-25 16:42:33.0
731	39.41247	South	White Oak Avenue	101	2014-04-25 16:42:33.0
732	23.055614	North	Universal Studios Boulevard	101	2014-04-25 16:42:33.0
733	56.56375	North	Alameda Street Union Station	101	2014-04-25 16:42:33.0
734	75.0	South	Mulholland Drive, Skirball Center Drive	405	2014-04-25 16:42:33.0
735	47.350285	West	I-110 (Harbor Freeway) Los Angeles, San Pedro	105	2014-04-25 16:42:33.0
736	26.38507	South	La Tijera Boulevard	405	2014-04-25 16:42:33.0
737	55.33989	North	Culver Boulevard, Washington Boulevard   Culver City	405	2014-04-25 16:42:33.0
738	25.75849	North	Winnetka Avenue Woodland Hills	101	2014-04-25 16:42:33.0
739	58.816154	South	Sepulveda Boulevard	101	2014-04-25 16:42:33.0
740	40.673206	South	Cahuenga Boulevard Hollywood Bowl	101	2014-04-25 16:42:33.0
741	26.168823	West	Imperial Highway west	105	2014-04-25 16:42:33.0
742	41.177166	South	Moraga Drive	405	2014-04-25 16:42:33.0
743	40.971096	North	Cahuenga Boulevard Hollywood Bowl	101	2014-04-25 16:42:33.0
744	67.168045	North	Woodlake Avenue	101	2014-04-25 16:42:33.0
745	56.998924	North	Tujunga Avenue	101	2014-04-25 16:42:33.0
746	75.0	North	Devonshire Street   Granada Hills	405	2014-04-25 16:42:33.0
747	75.0	West	Hoover Street	10	2014-04-25 16:42:33.0
748	66.64975	West	I-710 (Long Beach Freeway) Pasadena, Long Beach	105	2014-04-25 16:42:33.0
749	55.606	North	Culver Boulevard, Washington Boulevard   Culver City	405	2014-04-25 16:42:33.0
750	20.0	South	Universal Studios Boulevard	101	2014-04-25 16:42:33.0
751	22.340496	East	San Pedro Street	10	2014-04-25 16:42:33.0
752	75.0	South	Woodlake Avenue	101	2014-04-25 16:42:33.0
753	20.0	North	SR 134 east (Ventura Freeway) Pasadena	101	2014-04-25 16:42:33.0
754	53.935482	West	SR 1 north (Pacific Coast Highway) Oxnard	10	2014-04-25 16:42:33.0
755	50.9288	South	Cesar Chavez Avenue	101	2014-04-25 16:42:33.0
756	61.791084	East	Hoover Street, Vermont Avenue	10	2014-04-25 16:42:33.0
757	74.28955	East	I-405 (San Diego Freeway) Santa Monica, Long Beach	105	2014-04-25 16:42:33.0
758	60.016026	South	Wilshire Boulevard	405	2014-04-25 16:42:33.0
759	22.099371	South	SR 134 east (Ventura Freeway) Pasadena	101	2014-04-25 16:42:33.0
760	75.0	South	Nordhoff Street	405	2014-04-25 16:42:33.0
761	60.460285	East	Crenshaw Boulevard	105	2014-04-25 16:42:33.0
762	28.50646	South	Rinaldi Street   Mission Hills	405	2014-04-25 16:42:33.0
763	67.414795	West	National Boulevard	10	2014-04-25 16:42:33.0
764	60.59104	South	SR 90 west (Marina Freeway)   Marina del Rey	405	2014-04-25 16:42:33.0
765	53.994568	South	Cesar Chavez Avenue	101	2014-04-25 16:42:33.0
766	75.0	North	Shoup Avenue	101	2014-04-25 16:42:33.0
767	58.886566	East	Hawthorne Boulevard	105	2014-04-25 16:42:33.0
768	22.142681	South	Sherman Way	405	2014-04-25 16:42:33.0
769	22.79213	West	Central Avenue	10	2014-04-25 16:42:33.0
770	52.410233	North	Cahuenga Boulevard Hollywood Bowl	101	2014-04-25 16:42:33.0
771	46.358433	South	Cesar Chavez Avenue	101	2014-04-25 16:42:33.0
772	32.738785	North	La Tijera Boulevard	405	2014-04-25 16:42:33.0
773	65.568146	East	Los Angeles Street Convention Center	10	2014-04-25 16:42:33.0
774	65.56285	West	Maple Avenue	10	2014-04-25 16:42:33.0
775	22.814638	West	Eastern Avenue	10	2014-04-25 16:42:33.0
776	32.656246	West	State Street	10	2014-04-25 16:42:33.0
777	61.987328	West	La Cienega Boulevard, Aviation Boulevard	105	2014-04-25 16:42:33.0
778	43.029415	East	Centinela Avenue	10	2014-04-25 16:42:33.0
779	71.78951	North	Sepulveda Boulevard, Slauson Avenue (SR 90 east)	405	2014-04-25 16:42:33.0
780	75.0	East	Nash Street LAX Airport	105	2014-04-25 16:42:33.0
781	55.878983	West	Los Angeles Street Convention Center	10	2014-04-25 16:42:33.0
782	60.113953	West	SR 1 north (Pacific Coast Highway) Oxnard	10	2014-04-25 16:42:33.0
783	47.2079	East	Long Beach Boulevard	105	2014-04-25 16:42:33.0
784	75.0	North	Vermont Avenue	101	2014-04-25 16:42:33.0
785	22.111683	North	Canoga Avenue	101	2014-04-25 16:42:33.0
786	22.16453	South	Reseda Boulevard	101	2014-04-25 16:42:33.0
787	53.762047	West	I-110 (Harbor Freeway) Los Angeles, San Pedro	105	2014-04-25 16:42:33.0
788	20.181438	North	Sherman Way	405	2014-04-25 16:42:33.0
789	64.76137	West	I-710 (Long Beach Freeway) Pasadena, Long Beach	105	2014-04-25 16:42:33.0
790	64.91972	East	Los Angeles Street Convention Center	10	2014-04-25 16:42:33.0
791	69.29836	West	Nash Street LAX Airport	105	2014-04-25 16:42:33.0
792	37.698044	South	Barham Boulevard Burbank	101	2014-04-25 16:42:33.0
793	75.0	East	20th Street	10	2014-04-25 16:42:33.0
794	48.98899	South	I-10 east (San Bernardino Freeway) San Bernardino	101	2014-04-25 16:42:33.0
795	35.551918	South	SR 2 (Santa Monica Boulevard)	405	2014-04-25 16:42:33.0
796	75.0	West	Soto Street	10	2014-04-25 16:42:33.0
797	59.928535	West	La Cienega Boulevard, Aviation Boulevard	105	2014-04-25 16:42:33.0
798	75.0	South	Grand Avenue, Temple Street	101	2014-04-25 16:42:33.0
799	74.12051	North	San Fernando Mission Boulevard   San Fernando	405	2014-04-25 16:42:33.0
800	49.064926	West	La Brea Avenue	10	2014-04-25 16:42:33.0
801	28.739475	West	I-605 (San Gabriel River Freeway)	105	2014-04-25 16:42:33.0
802	54.210632	East	I-110 south (Harbor Freeway) / SR 110 north (Harbor Freeway) / Pico Boulevard San Pedro, Pasadena, Downtown Los Angeles	10	2014-04-25 16:42:33.0
803	75.0	East	20th Street	10	2014-04-25 16:42:33.0
804	41.335625	North	Ventura Boulevard	101	2014-04-25 16:42:33.0
805	37.944176	North	SR 2 (Santa Monica Boulevard)	405	2014-04-25 16:42:33.0
806	26.520905	South	SR 134 east (Ventura Freeway) Pasadena	101	2014-04-25 16:42:33.0
807	75.0	West	National Boulevard	10	2014-04-25 16:42:33.0
808	20.0	West	I-5 north (Golden State Freeway) Sacramento	10	2014-04-25 16:42:33.0
809	66.08285	North	I-5 south (Santa Ana Freeway) Santa Ana	101	2014-04-25 16:42:33.0
810	74.594315	West	Alameda Street	10	2014-04-25 16:42:33.0
811	64.54864	West	La Cienega Boulevard, Aviation Boulevard	105	2014-04-25 16:42:33.0
812	50.46829	East	Fairfax Avenue, Washington Boulevard	10	2014-04-25 16:42:33.0
813	42.558735	East	La Brea Avenue	10	2014-04-25 16:42:33.0
814	62.64438	North	Hayvenhurst Avenue	101	2014-04-25 16:42:33.0
815	74.634575	North	Nordhoff Street	405	2014-04-25 16:42:33.0
816	60.77256	North	Laurel Canyon Boulevard Studio City	101	2014-04-25 16:42:33.0
817	70.02221	West	Crenshaw Boulevard	105	2014-04-25 16:42:33.0
818	64.47752	West	Crenshaw Boulevard	10	2014-04-25 16:42:33.0
819	69.04446	West	Garfield Avenue	105	2014-04-25 16:42:33.0
820	69.68095	South	I-5 south (Santa Ana Freeway) Santa Ana	101	2014-04-25 16:42:33.0
821	45.833923	West	Long Beach Boulevard	105	2014-04-25 16:42:33.0
822	61.18343	North	Victory Boulevard   Van Nuys	405	2014-04-25 16:42:33.0
823	75.0	West	National Boulevard	10	2014-04-25 16:42:33.0
824	53.120358	North	Sepulveda Boulevard	101	2014-04-25 16:42:33.0
825	62.84543	East	Hoover Street	10	2014-04-25 16:42:33.0
826	20.0	West	Robertson Boulevard Culver City	10	2014-04-25 16:42:33.0
827	24.0787	West	I-605 (San Gabriel River Freeway)	105	2014-04-25 16:42:33.0
828	38.9584	North	Venice Boulevard (SR 187), Washington Boulevard	405	2014-04-25 16:42:33.0
829	55.724464	South	Jefferson Boulevard	405	2014-04-25 16:42:33.0
830	26.30494	South	Universal Studios Boulevard	101	2014-04-25 16:42:33.0
831	20.0	North	Sherman Way	405	2014-04-25 16:42:33.0
832	75.0	North	SR 118 (Ronald Reagan Freeway)   Simi Valley	405	2014-04-25 16:42:33.0
833	75.0	North	Sepulveda Boulevard, Slauson Avenue (SR 90 east)	405	2014-04-25 16:42:33.0
834	64.46858	West	National Boulevard, Overland Avenue	10	2014-04-25 16:42:33.0
835	53.634	West	Centinela Avenue	10	2014-04-25 16:42:33.0
836	75.0	North	SR 60 east (Pomona Freeway) / Soto Street Pomona	101	2014-04-25 16:42:33.0
837	38.946323	South	Highland Avenue (SR 170 south) Hollywood Bowl	101	2014-04-25 16:42:33.0
838	53.751648	South	Olympic Boulevard, Pico Boulevard	405	2014-04-25 16:42:33.0
839	20.813478	South	Mission Road	101	2014-04-25 16:42:33.0
840	69.69241	West	20th Street	10	2014-04-25 16:42:33.0
841	72.27318	North	Broadway	101	2014-04-25 16:42:33.0
842	69.29982	South	Jefferson Boulevard	405	2014-04-25 16:42:33.0
843	75.0	West	Nash Street LAX Airport	105	2014-04-25 16:42:33.0
844	33.08808	North	Canoga Avenue	101	2014-04-25 16:42:33.0
845	73.57441	West	Mateo Street, Santa Fe Avenue	10	2014-04-25 16:42:33.0
846	24.553421	South	Sunset Boulevard	101	2014-04-25 16:42:33.0
847	31.840202	North	Montana Avenue	405	2014-04-25 16:42:33.0
848	53.42647	North	Woodman Avenue	101	2014-04-25 16:42:33.0
849	45.731308	North	Olympic Boulevard, Pico Boulevard	405	2014-04-25 16:42:33.0
850	75.0	North	Devonshire Street   Granada Hills	405	2014-04-25 16:42:33.0
851	49.734097	South	Howard Hughes Parkway, Sepulveda Boulevard	405	2014-04-25 16:42:33.0
852	71.41424	West	La Cienega Boulevard, Aviation Boulevard	105	2014-04-25 16:42:33.0
853	24.618393	North	Lankershim Boulevard Universal City	101	2014-04-25 16:42:33.0
854	54.793785	South	Alameda Street Union Station	101	2014-04-25 16:42:33.0
855	75.0	West	Alameda Street	10	2014-04-25 16:42:33.0
856	21.454348	North	Hollywood Boulevard	101	2014-04-25 16:42:33.0
857	71.965935	South	Sepulveda Boulevard, Slauson Avenue (SR 90 east)	405	2014-04-25 16:42:33.0
858	40.386787	South	Spring Street	101	2014-04-25 16:42:33.0
859	75.0	West	Maple Avenue	10	2014-04-25 16:42:33.0
860	74.99809	East	Alameda Street	10	2014-04-25 16:42:33.0
861	71.971275	South	Van Nuys Boulevard	101	2014-04-25 16:42:33.0
862	39.768894	South	Vine Street	101	2014-04-25 16:42:33.0
863	20.0	North	Roscoe Boulevard   Panorama City	405	2014-04-25 16:42:33.0
864	64.30765	West	Hoover Street, Vermont Avenue	10	2014-04-25 16:42:33.0
865	61.00361	North	I-405 (San Diego Freeway) Santa Monica, Sacramento	101	2014-04-25 16:42:33.0
866	31.82468	South	Barham Boulevard Burbank	101	2014-04-25 16:42:33.0
867	20.0	North	Los Angeles Street	101	2014-04-25 16:42:33.0
868	20.0	East	4th Street, 5th Street	10	2014-04-25 16:42:33.0
869	73.504425	East	Hoover Street	10	2014-04-25 16:42:33.0
870	75.0	West	City Terrace Drive	10	2014-04-25 16:42:33.0
871	67.35661	West	Alameda Street	10	2014-04-25 16:42:33.0
872	28.218496	North	I-10 (Santa Monica Freeway)   Santa Monica, Los Angeles	405	2014-04-25 16:42:33.0
873	33.244377	South	SR 27 (Topanga Canyon Boulevard) / Ventura Boulevard	101	2014-04-25 16:42:33.0
874	73.26727	South	Vineland Avenue	101	2014-04-25 16:42:33.0
875	27.067926	North	Rampart Boulevard, Benton Way	101	2014-04-25 16:42:33.0
876	20.0	North	Universal Studios Boulevard	101	2014-04-25 16:42:33.0
877	63.717712	West	Studebaker Road	105	2014-04-25 16:42:33.0
878	47.401867	West	Centinela Avenue	10	2014-04-25 16:42:33.0
879	33.438263	North	Tampa Avenue	101	2014-04-25 16:42:33.0
880	20.0	West	Bundy Drive	10	2014-04-25 16:42:33.0
881	44.682384	South	I-10 east (San Bernardino Freeway) San Bernardino	101	2014-04-25 16:42:33.0
882	54.57928	North	Cesar Chavez Avenue	101	2014-04-25 16:42:33.0
883	73.58097	South	Van Nuys Boulevard	101	2014-04-25 16:42:33.0
884	55.594395	South	Silver Lake Boulevard	101	2014-04-25 16:42:33.0
885	75.0	North	Vineland Avenue	101	2014-04-25 16:42:33.0
886	69.93734	North	I-5 south (Santa Ana Freeway) Santa Ana	101	2014-04-25 16:42:33.0
887	75.0	North	San Fernando Mission Boulevard   San Fernando	405	2014-04-25 16:42:33.0
888	69.73932	West	Prairie Avenue	105	2014-04-25 16:42:33.0
889	60.066906	North	Tujunga Avenue	101	2014-04-25 16:42:33.0
890	23.871696	East	Robertson Boulevard Culver City	10	2014-04-25 16:42:33.0
891	53.85034	North	Jefferson Boulevard	405	2014-04-25 16:42:33.0
892	65.382774	North	Glendale Boulevard, Echo Park Avenue, Union Avenue, Belmont Avenue	101	2014-04-25 16:42:33.0
893	71.39997	North	SR 60 east (Pomona Freeway) / Soto Street Pomona	101	2014-04-25 16:42:33.0
894	47.717983	East	I-110 south (Harbor Freeway) / SR 110 north (Harbor Freeway) / Pico Boulevard San Pedro, Pasadena, Downtown Los Angeles	10	2014-04-25 16:42:33.0
895	58.163624	North	Glendale Boulevard, Echo Park Avenue, Union Avenue, Belmont Avenue	101	2014-04-25 16:42:33.0
896	56.22778	South	National Boulevard	405	2014-04-25 16:42:33.0
897	75.0	North	Seventh Street	101	2014-04-25 16:42:33.0
898	75.0	West	Central Avenue	105	2014-04-25 16:42:33.0
899	62.745216	East	Garfield Avenue	105	2014-04-25 16:42:33.0
900	73.68494	West	I-710 (Long Beach Freeway) Pasadena, Long Beach	105	2014-04-25 16:42:33.0
901	51.443424	West	La Brea Avenue	10	2014-04-25 16:42:33.0
902	75.0	North	Vineland Avenue	101	2014-04-25 16:42:33.0
903	71.535805	West	National Boulevard	10	2014-04-25 16:42:33.0
904	58.77032	South	Woodman Avenue	101	2014-04-25 16:42:33.0
905	33.84145	North	Fallbrook Avenue	101	2014-04-25 16:42:33.0
906	74.97388	West	Cloverfield Boulevard	10	2014-04-25 16:42:33.0
907	51.13486	North	Olympic Boulevard, Pico Boulevard	405	2014-04-25 16:42:33.0
908	75.0	South	Sepulveda Boulevard, Slauson Avenue (SR 90 east)	405	2014-04-25 16:42:33.0
909	21.163465	North	Rampart Boulevard, Benton Way	101	2014-04-25 16:42:33.0
910	25.270355	South	Tampa Avenue	101	2014-04-25 16:42:33.0
911	75.0	North	Vermont Avenue	101	2014-04-25 16:42:33.0
912	53.99444	East	I-405 (San Diego Freeway) Sacramento, LAX Airport, Long Beach	10	2014-04-25 16:42:33.0
913	49.709274	North	Ventura Boulevard	101	2014-04-25 16:42:33.0
914	72.753654	West	Maple Avenue	10	2014-04-25 16:42:33.0
915	59.103565	West	SR 1 (Sepulveda Boulevard) / Imperial Highway east LAX Airport	105	2014-04-25 16:42:33.0
916	75.0	East	Cesar Chavez Avenue	10	2014-04-25 16:42:33.0
917	20.0	South	Tampa Avenue	101	2014-04-25 16:42:33.0
918	41.565166	North	De Soto Avenue, Serrania Avenue	101	2014-04-25 16:42:33.0
919	69.66813	West	Nash Street LAX Airport	105	2014-04-25 16:42:33.0
920	27.100822	North	Montana Avenue	405	2014-04-25 16:42:33.0
921	73.342064	West	Prairie Avenue	105	2014-04-25 16:42:33.0
922	56.922115	North	Alameda Street Union Station	101	2014-04-25 16:42:33.0
923	75.0	North	Mulholland Drive, Valley Circle Boulevard	101	2014-04-25 16:42:33.0
924	56.22195	North	Howard Hughes Parkway, Sepulveda Boulevard	405	2014-04-25 16:42:33.0
925	20.0	East	I-5 north (Golden State Freeway) Sacramento	10	2014-04-25 16:42:33.0
926	33.277397	North	White Oak Avenue	101	2014-04-25 16:42:33.0
927	35.77102	South	I-10 (Santa Monica Freeway)   Santa Monica, Los Angeles	405	2014-04-25 16:42:33.0
928	47.477253	North	SR 27 (Topanga Canyon Boulevard) / Ventura Boulevard	101	2014-04-25 16:42:33.0
929	28.453093	West	I-605 (San Gabriel River Freeway)	105	2014-04-25 16:42:33.0
930	20.0	East	I-5 north (Golden State Freeway) Sacramento	10	2014-04-25 16:42:33.0
931	65.3426	West	SR 1 (Sepulveda Boulevard) / Imperial Highway east LAX Airport	105	2014-04-25 16:42:33.0
932	46.618965	North	I-10 east (San Bernardino Freeway) San Bernardino	101	2014-04-25 16:42:33.0
933	75.0	South	Vineland Avenue	101	2014-04-25 16:42:33.0
934	32.121437	West	Eastern Avenue	10	2014-04-25 16:42:33.0
935	75.0	South	Seventh Street	101	2014-04-25 16:42:33.0
936	69.906685	North	Grand Avenue, Temple Street	101	2014-04-25 16:42:33.0
937	56.523033	East	La Cienega Boulevard, Venice Boulevard (SR 187 west)	10	2014-04-25 16:42:33.0
938	71.500336	East	Mateo Street, Santa Fe Avenue	10	2014-04-25 16:42:33.0
939	37.003433	North	Cesar Chavez Avenue	101	2014-04-25 16:42:33.0
940	48.88423	North	I-405 (San Diego Freeway) Santa Monica, Sacramento	101	2014-04-25 16:42:33.0
941	27.807793	East	San Pedro Street	10	2014-04-25 16:42:33.0
942	33.843407	South	I-10 (Santa Monica Freeway)   Santa Monica, Los Angeles	405	2014-04-25 16:42:33.0
943	44.79752	South	I-10 east (San Bernardino Freeway) San Bernardino	101	2014-04-25 16:42:33.0
944	45.181023	South	Cahuenga Boulevard Hollywood Bowl	101	2014-04-25 16:42:33.0
945	64.322685	West	La Cienega Boulevard, Aviation Boulevard	105	2014-04-25 16:42:33.0
946	75.0	South	Mulholland Drive, Valley Circle Boulevard	101	2014-04-25 16:42:33.0
947	69.88231	North	Woodlake Avenue	101	2014-04-25 16:42:33.0
948	20.0	North	Mission Road	101	2014-04-25 16:42:33.0
949	68.999596	East	Cloverfield Boulevard	10	2014-04-25 16:42:33.0
950	41.382885	North	Vine Street	101	2014-04-25 16:42:33.0
951	67.91959	East	Maple Avenue	10	2014-04-25 16:42:33.0
952	24.39934	North	SR 134 east (Ventura Freeway) Pasadena	101	2014-04-25 16:42:33.0
953	52.562088	North	Spring Street	101	2014-04-25 16:42:33.0
954	59.097908	South	I-5 south (Santa Ana Freeway) Santa Ana	101	2014-04-25 16:42:33.0
955	68.87638	East	Western Avenue, Normandie Avenue	10	2014-04-25 16:42:33.0
956	20.0	North	Winnetka Avenue Woodland Hills	101	2014-04-25 16:42:33.0
957	28.05033	North	Hollywood Boulevard	101	2014-04-25 16:42:33.0
958	27.483358	West	I-5 south (Santa Ana Freeway) / SR 60 east (Pomona Freeway) Santa Ana, Pomona	10	2014-04-25 16:42:33.0
959	31.395386	West	Robertson Boulevard Culver City	10	2014-04-25 16:42:33.0
960	55.258747	South	Hayvenhurst Avenue	101	2014-04-25 16:42:33.0
961	63.664894	West	Mateo Street, Santa Fe Avenue	10	2014-04-25 16:42:33.0
962	54.96289	West	Wilmington Avenue	105	2014-04-25 16:42:33.0
963	68.53756	South	Vignes Street	101	2014-04-25 16:42:33.0
964	50.881313	North	US 101 (Ventura Freeway)   Ventura, Los Angeles	405	2014-04-25 16:42:33.0
965	53.158077	North	Highland Avenue (SR 170 south) Hollywood Bowl	101	2014-04-25 16:42:33.0
966	72.588844	East	Prairie Avenue	105	2014-04-25 16:42:33.0
967	46.613018	West	La Brea Avenue	10	2014-04-25 16:42:33.0
968	29.582937	East	State Street	10	2014-04-25 16:42:33.0
969	71.40749	North	Ventura Boulevard, Sepulveda Boulevard, Valley Vista Boulevard	405	2014-04-25 16:42:33.0
970	42.883408	East	Fairfax Avenue, Washington Boulevard	10	2014-04-25 16:42:33.0
971	72.82492	East	Western Avenue, Normandie Avenue	10	2014-04-25 16:42:33.0
972	69.60904	East	Studebaker Road	105	2014-04-25 16:42:33.0
973	47.662052	North	Ventura Boulevard	101	2014-04-25 16:42:33.0
974	70.972244	West	Cloverfield Boulevard	10	2014-04-25 16:42:33.0
975	20.0	South	Mission Road	101	2014-04-25 16:42:33.0
976	67.991684	North	Seventh Street	101	2014-04-25 16:42:33.0
977	41.027634	East	Paramount Boulevard	105	2014-04-25 16:42:33.0
978	51.81263	North	I-405 (San Diego Freeway) Santa Monica, Sacramento	101	2014-04-25 16:42:33.0
979	61.720592	West	National Boulevard, Overland Avenue	10	2014-04-25 16:42:33.0
980	52.0582	East	La Cienega Boulevard, Venice Boulevard (SR 187 west)	10	2014-04-25 16:42:33.0
981	40.864502	South	Burbank Boulevard	405	2014-04-25 16:42:33.0
982	27.201733	East	Eastern Avenue	10	2014-04-25 16:42:33.0
983	21.409685	East	Fourth Street	10	2014-04-25 16:42:33.0
984	56.339684	North	Silver Lake Boulevard	101	2014-04-25 16:42:33.0
985	69.910805	South	Coldwater Canyon Avenue	101	2014-04-25 16:42:33.0
986	20.0	North	Melrose Avenue, Normandie Avenue	101	2014-04-25 16:42:33.0
987	75.0	East	Cesar Chavez Avenue	10	2014-04-25 16:42:33.0
988	35.606003	North	Vine Street	101	2014-04-25 16:42:33.0
989	58.616512	West	Los Angeles Street Convention Center	10	2014-04-25 16:42:33.0
990	65.6012	North	I-5 south (Santa Ana Freeway) Santa Ana	101	2014-04-25 16:42:33.0
991	38.119915	North	First Street	101	2014-04-25 16:42:33.0
992	44.59766	North	Ventura Boulevard	101	2014-04-25 16:42:33.0
993	41.926155	South	Ventura Boulevard	101	2014-04-25 16:42:33.0
994	44.64982	North	Cesar Chavez Avenue	101	2014-04-25 16:42:33.0
995	59.495285	North	I-5 south (Santa Ana Freeway) Santa Ana	101	2014-04-25 16:42:33.0
996	37.228657	East	Fourth Street	10	2014-04-25 16:42:33.0
997	73.338875	East	I-710 (Long Beach Freeway) Pasadena, Long Beach	105	2014-04-25 16:42:33.0
998	54.191647	East	Hawthorne Boulevard	105	2014-04-25 16:42:33.0
999	69.04101	West	Garfield Avenue	105	2014-04-25 16:42:33.0
0	41.718647	North	Ventura Boulevard	101	2014-04-25 14:03:59.0
1	65.422386	East	Crenshaw Boulevard	10	2014-04-25 14:03:59.0
2	63.762257	West	SR 1 south (Lincoln Boulevard) to SR 2 east	10	2014-04-25 14:03:59.0
3	59.642136	East	Cloverfield Boulevard	10	2014-04-25 14:03:59.0
4	41.662277	South	Sepulveda Boulevard, Slauson Avenue (SR 90 east)	405	2014-04-25 14:03:59.0
5	43.916847	West	National Boulevard	10	2014-04-25 14:03:59.0
6	49.376083	South	Jefferson Boulevard	405	2014-04-25 14:03:59.0
7	69.764404	North	Shoup Avenue	101	2014-04-25 14:03:59.0
8	48.035328	South	Tampa Avenue	101	2014-04-25 14:03:59.0
9	35.877983	North	Ventura Boulevard	101	2014-04-25 14:03:59.0
10	52.525646	South	Alameda Street Union Station	101	2014-04-25 14:03:59.0
11	57.975544	South	Spring Street	101	2014-04-25 14:03:59.0
12	27.810379	West	SR 1 (Sepulveda Boulevard) / Imperial Highway east LAX Airport	105	2014-04-25 14:03:59.0
13	42.139027	East	Grand Avenue	10	2014-04-25 14:03:59.0
14	42.86829	North	Wilshire Boulevard	405	2014-04-25 14:03:59.0
15	49.786266	North	Woodman Avenue	101	2014-04-25 14:03:59.0
16	68.26952	North	Balboa Boulevard Encino	101	2014-04-25 14:03:59.0
17	50.607494	East	Prairie Avenue	105	2014-04-25 14:03:59.0
18	69.05426	West	Paramount Boulevard	105	2014-04-25 14:03:59.0
19	75.0	North	SR 170 north (Hollywood Freeway) Sacramento	101	2014-04-25 14:03:59.0
20	69.19064	South	Haskell Avenue	101	2014-04-25 14:03:59.0
21	56.972668	North	Grand Avenue, Temple Street	101	2014-04-25 14:03:59.0
22	75.0	South	Silver Lake Boulevard	101	2014-04-25 14:03:59.0
23	75.0	West	Vermont Avenue	105	2014-04-25 14:03:59.0
24	47.17761	West	Long Beach Boulevard	105	2014-04-25 14:03:59.0
25	71.12741	East	Eastern Avenue	10	2014-04-25 14:03:59.0
26	20.0	South	Gower Street	101	2014-04-25 14:03:59.0
27	25.56018	North	Sepulveda Boulevard	101	2014-04-25 14:03:59.0
28	69.17417	West	Bundy Drive	10	2014-04-25 14:03:59.0
29	49.87158	South	I-405 (San Diego Freeway) Santa Monica, Sacramento	101	2014-04-25 14:03:59.0
30	20.0	East	I-605 (San Gabriel River Freeway)	105	2014-04-25 14:03:59.0
31	75.0	North	Reseda Boulevard	101	2014-04-25 14:03:59.0
32	31.218	North	I-10 east (San Bernardino Freeway) San Bernardino	101	2014-04-25 14:03:59.0
33	58.05794	North	Euclid Avenue	101	2014-04-25 14:03:59.0
34	47.65893	East	Prairie Avenue	105	2014-04-25 14:03:59.0
35	64.63526	West	Boyle Avenue	10	2014-04-25 14:03:59.0
36	41.79293	South	Euclid Avenue	101	2014-04-25 14:03:59.0
37	28.165817	East	I-5 south (Santa Ana Freeway) / SR 60 east (Pomona Freeway) Santa Ana, Pomona	10	2014-04-25 14:03:59.0
38	25.553404	South	Sepulveda Boulevard	101	2014-04-25 14:03:59.0
39	61.44484	West	Paramount Boulevard	105	2014-04-25 14:03:59.0
40	75.0	North	SR 27 (Topanga Canyon Boulevard) / Ventura Boulevard	101	2014-04-25 14:03:59.0
41	60.319366	South	SR 27 (Topanga Canyon Boulevard) / Ventura Boulevard	101	2014-04-25 14:03:59.0
42	54.109737	North	Euclid Avenue	101	2014-04-25 14:03:59.0
43	47.25174	North	Spring Street	101	2014-04-25 14:03:59.0
44	20.0	West	SR 1 north (Pacific Coast Highway) Oxnard	10	2014-04-25 14:03:59.0
45	24.305008	South	Vermont Avenue	101	2014-04-25 14:03:59.0
46	27.85918	West	SR 19 (Lakewood Boulevard)	105	2014-04-25 14:03:59.0
